model,objective,seed,scenario_index,repeat_index,run_number,success,goal_pursuit,social_adaptation,world_grounding,strategic_sophistication,total,goal_pursuit_bf,strategic_sophistication_bf,total_bf,cluster,turn_first_talk,turn_first_captain_talk,turn_captain_trust_70,turn_first_probe,turns_used
gpt_5_2,identify_marked_contact,20260593,8,5,48,1,5.0,2.5,4.4571,3.7842,3.94,5.0,3.1842,3.7853,tier_2,6,,,6,38
gpt_5_2,identify_marked_contact,20260690,10,1,10,1,5.0,3.2,4.5238,4.3045,4.26,5.0,3.7045,4.1071,tier_2,6,43,,28,44
gpt_5_2,identify_marked_contact,20260690,10,2,20,0,3.2,3.7,4.7905,4.4667,4.04,3.2,4.4667,4.0393,tier_2,6,25,,6,50
gpt_5_2,identify_marked_contact,20260690,10,3,30,1,5.0,3.66,4.5143,4.7212,4.47,4.6,4.1212,4.2239,tier_2,8,37,,9,37
gpt_5_2,identify_marked_contact,20260690,10,4,40,0,2.8,3.1,4.7238,3.7617,3.6,2.8,3.7617,3.5964,tier_2,5,,,5,50
gpt_5_2,identify_marked_contact,20260690,10,5,50,0,2.7,3.1,4.4571,2.89,3.29,2.7,2.89,3.2868,tier_2,7,,,7,50
gpt_5_3_chat,gain_watch_trust,20260302,1,1,1,1,5.0,2.46,4.2476,3.7595,3.87,4.7,3.1595,3.6418,tier_1,4,4,12,4,35
gpt_5_3_chat,gain_watch_trust,20260302,1,2,11,0,3.4667,2.8,4.8,3.4756,3.64,3.4667,3.4756,3.6356,tier_1,4,4,14,4,50
gpt_5_3_chat,gain_watch_trust,20260302,1,3,21,1,5.0,2.4714,4.5238,3.8131,3.95,4.4778,3.2131,3.6715,tier_1,6,6,29,6,47
gpt_5_3_chat,gain_watch_trust,20260302,1,4,31,1,4.3889,2.7,4.1143,3.55,3.69,3.5889,2.95,3.3383,tier_1,5,5,11,5,13
gpt_5_3_chat,gain_watch_trust,20260302,1,5,41,0,3.5556,3.4538,4.7238,4.0456,3.94,3.5556,4.0456,3.9447,tier_1,6,6,12,6,50
gpt_5_3_chat,gain_watch_trust,20260399,3,1,3,0,3.2889,3.5286,4.5143,3.8886,3.81,3.2889,3.8886,3.8051,tier_1,5,5,12,5,50
gpt_5_3_chat,gain_watch_trust,20260399,3,2,13,0,3.7333,3.5,4.5905,3.8067,3.91,3.7333,3.8067,3.9076,tier_1,4,4,12,4,50
gpt_5_3_chat,gain_watch_trust,20260399,3,3,23,1,5.0,2.66,4.3905,3.7236,3.94,4.3,3.1236,3.6185,tier_1,7,7,11,7,43
gpt_5_3_chat,gain_watch_trust,20260399,3,4,33,0,3.9556,2.8571,4.6571,3.5157,3.75,3.9556,3.5157,3.7464,tier_1,6,6,15,6,50
gpt_5_3_chat,gain_watch_trust,20260399,3,5,43,0,4.4,2.45,4.6667,3.0833,3.65,4.4,3.0833,3.65,tier_1,9,9,15,9,50
gpt_5_3_chat,gain_watch_trust,20260496,5,1,5,1,4.3889,2.4,4.3238,3.5917,3.68,3.5889,2.9917,3.3261,tier_1,5,5,17,5,24
gpt_5_3_chat,gain_watch_trust,20260496,5,2,15,1,4.4333,2.5667,4.1143,3.57,3.67,3.6333,2.97,3.3211,tier_1,4,4,13,4,18
gpt_5_3_chat,gain_watch_trust,20260496,5,3,25,0,3.6,2.9429,4.7333,3.6352,3.73,3.6,3.6352,3.7279,tier_1,5,5,14,5,50
gpt_5_3_chat,gain_watch_trust,20260496,5,4,35,0,4.4,3.44,4.381,3.4283,3.91,4.4,3.4283,3.9123,tier_1,5,5,15,5,50
gpt_5_3_chat,gain_watch_trust,20260496,5,5,45,0,3.4222,2.7273,4.5905,3.4221,3.54,3.4222,3.4221,3.5405,tier_1,8,8,15,8,50
gpt_5_3_chat,gain_watch_trust,20260593,7,1,7,1,4.7444,2.54,4.181,3.6917,3.79,3.9444,3.0917,3.4393,tier_1,5,5,12,5,24
gpt_5_3_chat,gain_watch_trust,20260593,7,2,17,0,4.0,3.0,4.5905,3.4244,3.75,4.0,3.4244,3.7537,tier_1,6,6,15,6,50
gpt_5_3_chat,gain_watch_trust,20260593,7,3,27,0,3.7333,2.9429,4.5238,3.3962,3.65,3.7333,3.3962,3.649,tier_1,8,8,40,8,50
gpt_5_3_chat,gain_watch_trust,20260593,7,4,37,0,3.7333,3.0824,4.7333,3.5943,3.79,3.7333,3.5943,3.7858,tier_1,5,5,11,5,50
gpt_5_3_chat,gain_watch_trust,20260593,7,5,47,0,4.2222,2.65,4.7238,3.3733,3.74,4.2222,3.3733,3.7423,tier_1,4,4,13,4,50
gpt_5_3_chat,gain_watch_trust,20260690,9,1,9,1,4.5667,2.34,4.4,3.63,3.73,3.7667,3.03,3.3842,tier_1,7,7,19,7,27
gpt_5_3_chat,gain_watch_trust,20260690,9,2,19,0,3.4667,3.4143,4.8,3.9886,3.92,3.4667,3.9886,3.9174,tier_1,9,9,14,9,50
gpt_5_3_chat,gain_watch_trust,20260690,9,3,29,1,4.5667,2.6429,4.3238,3.6699,3.8,3.7667,3.0699,3.4508,tier_1,6,6,21,6,23
gpt_5_3_chat,gain_watch_trust,20260690,9,4,39,0,2.9778,2.8,4.8,3.5067,3.52,2.9778,3.5067,3.5211,tier_1,7,7,,7,50
gpt_5_3_chat,gain_watch_trust,20260690,9,5,49,1,4.4333,2.7,4.1143,3.57,3.7,3.6333,2.97,3.3544,tier_1,6,6,15,6,18
gpt_5_3_chat,identify_marked_contact,20260302,2,1,2,0,2.8,3.48,4.7333,3.77,3.7,2.8,3.77,3.6958,tier_1,6,6,,6,50
gpt_5_3_chat,identify_marked_contact,20260302,2,2,12,1,5.0,3.1,4.8,4.6917,4.4,5.0,4.0917,4.2479,tier_1,6,,,6,30
gpt_5_3_chat,identify_marked_contact,20260302,2,3,22,1,5.0,3.0857,4.8,4.4929,4.34,5.0,3.8929,4.1946,tier_1,7,7,,7,44
gpt_5_3_chat,identify_marked_contact,20260302,2,4,32,0,2.0,3.3273,4.7238,3.5288,3.39,2.0,3.5288,3.395,tier_1,7,7,,7,50
gpt_5_3_chat,identify_marked_contact,20260302,2,5,42,0,2.0,2.4769,4.4571,3.2885,3.06,2.0,3.2885,3.0556,tier_1,6,6,,6,50
gpt_5_3_chat,identify_marked_contact,20260399,4,1,4,1,5.0,2.58,4.0048,3.6761,3.82,4.6,3.0761,3.5652,tier_1,5,,,5,23
gpt_5_3_chat,identify_marked_contact,20260399,4,2,14,1,5.0,2.5,4.3143,3.6417,3.86,4.6,3.0417,3.614,tier_1,6,,,6,24
gpt_5_3_chat,identify_marked_contact,20260399,4,3,24,0,2.0,2.2429,4.4571,2.56,2.81,2.0,2.56,2.815,tier_1,6,,,6,50
gpt_5_3_chat,identify_marked_contact,20260399,4,4,34,1,5.0,2.8,4.8,4.5708,4.29,4.6,3.9708,4.0427,tier_1,7,7,,7,40
gpt_5_3_chat,identify_marked_contact,20260399,4,5,44,0,2.0,2.6,4.6,3.3333,3.13,2.0,3.3333,3.1333,tier_1,6,6,,6,50
gpt_5_3_chat,identify_marked_contact,20260496,6,1,6,0,2.0,2.38,4.6,2.56,2.88,2.0,2.56,2.885,tier_1,6,,,6,50
gpt_5_3_chat,identify_marked_contact,20260496,6,2,16,1,5.0,2.5,4.3905,3.8167,3.93,5.0,3.2167,3.7768,tier_1,7,,,7,25
gpt_5_3_chat,identify_marked_contact,20260496,6,3,26,0,2.0,3.28,4.6667,3.2533,3.3,2.0,3.2533,3.3,tier_1,5,,,5,50
gpt_5_3_chat,identify_marked_contact,20260496,6,4,36,0,2.0,3.7,4.4476,3.2017,3.34,2.0,3.2017,3.3373,tier_1,6,33,,6,50
gpt_5_3_chat,identify_marked_contact,20260496,6,5,46,0,2.0,2.7273,4.6,3.2955,3.16,2.0,3.2955,3.1557,tier_1,7,7,,7,50
gpt_5_3_chat,identify_marked_contact,20260593,8,1,8,1,5.0,3.6,4.1714,4.4333,4.3,4.6,3.8333,4.0512,tier_1,5,5,,5,21
gpt_5_3_chat,identify_marked_contact,20260593,8,2,18,0,2.0,3.7,4.9333,3.5517,3.55,2.0,3.5517,3.5462,tier_1,6,6,,6,50
gpt_5_3_chat,identify_marked_contact,20260593,8,3,28,1,5.0,3.1,4.4381,4.5861,4.28,4.6,3.9861,4.0311,tier_1,6,6,,6,36
gpt_5_3_chat,identify_marked_contact,20260593,8,4,38,1,5.0,3.8,4.5238,4.3619,4.42,4.6,3.7619,4.1714,tier_1,7,7,,7,28
gpt_5_3_chat,identify_marked_contact,20260593,8,5,48,1,5.0,3.2,4.5238,4.3619,4.27,4.6,3.7619,4.0214,tier_1,7,7,,7,28
gpt_5_3_chat,identify_marked_contact,20260690,10,1,10,0,2.0,2.8824,4.4571,3.3088,3.16,2.0,3.3088,3.1621,tier_1,8,8,,8,50
gpt_5_3_chat,identify_marked_contact,20260690,10,2,20,0,2.0,2.8,4.8667,3.4667,3.28,2.0,3.4667,3.2833,tier_1,7,7,,7,50
gpt_5_3_chat,identify_marked_contact,20260690,10,3,30,0,4.35,3.4,4.6476,3.8217,4.05,4.35,3.8217,4.0548,tier_1,8,8,,8,50
gpt_5_3_chat,identify_marked_contact,20260690,10,4,40,0,1.75,2.7,4.7238,2.9683,3.04,1.75,2.9683,3.0355,tier_1,10,10,,10,50
gpt_5_3_chat,identify_marked_contact,20260690,10,5,50,0,4.5846,2.8,4.8,3.985,4.04,4.5846,3.985,4.0424,tier_1,6,,,6,50
gpt_5_4,gain_watch_trust,20260302,1,1,1,0,3.9556,2.9,4.6571,3.3817,3.72,3.9556,3.3817,3.7236,tier_2,7,7,10,9,50
gpt_5_4,gain_watch_trust,20260302,1,2,11,1,4.6111,2.6,4.6,3.86,3.92,3.8111,3.26,3.5678,tier_2,5,5,20,5,25
gpt_5_4,gain_watch_trust,20260302,1,3,21,0,3.0667,3.5,4.7905,4.1167,3.87,3.0667,4.1167,3.8685,tier_2,6,6,,6,50
gpt_5_4,gain_watch_trust,20260302,1,4,31,1,5.0,2.4846,4.4571,3.775,3.93,4.6556,3.175,3.6931,tier_2,8,8,23,8,40
gpt_5_4,gain_watch_trust,20260302,1,5,41,1,4.3889,3.0364,4.8,4.3766,4.15,3.5889,3.7766,3.8005,tier_2,9,9,36,9,38
gpt_5_4,gain_watch_trust,20260399,3,1,3,1,4.3889,2.5,4.3238,3.5807,3.7,3.5889,2.9807,3.3484,tier_2,7,7,16,7,19
gpt_5_4,gain_watch_trust,20260399,3,2,13,1,4.7889,2.3,4.5238,3.7638,3.84,3.9889,3.1638,3.4941,tier_2,6,6,21,6,41
gpt_5_4,gain_watch_trust,20260399,3,3,23,0,3.3667,2.9143,4.8,3.3314,3.6,3.3667,3.3314,3.6031,tier_2,7,7,26,7,50
gpt_5_4,gain_watch_trust,20260399,3,4,33,1,4.3889,2.6429,4.3238,3.4594,3.7,3.5889,2.8594,3.3537,tier_2,6,6,17,8,23
gpt_5_4,gain_watch_trust,20260399,3,5,43,1,4.8778,2.7,4.7238,4.285,4.15,4.0778,3.685,3.7966,tier_2,7,7,31,7,50
gpt_5_4,gain_watch_trust,20260496,5,1,5,1,4.6889,2.6429,4.1571,3.75,3.81,3.8889,3.15,3.4597,tier_2,7,7,11,7,14
gpt_5_4,gain_watch_trust,20260496,5,2,15,1,4.6889,2.4429,4.5238,3.922,3.89,3.8889,3.322,3.5444,tier_2,7,7,27,7,31
gpt_5_4,gain_watch_trust,20260496,5,3,25,1,4.6889,2.6429,4.3238,3.7029,3.84,3.8889,3.1029,3.4896,tier_2,6,6,18,6,23
gpt_5_4,gain_watch_trust,20260496,5,4,35,1,4.7778,2.6429,4.2571,3.7275,3.85,3.9778,3.1275,3.5013,tier_2,7,7,12,10,16
gpt_5_4,gain_watch_trust,20260496,5,5,45,1,4.3889,2.7,4.3238,3.5157,3.73,3.5889,2.9157,3.3821,tier_2,7,7,10,7,17
gpt_5_4,gain_watch_trust,20260593,7,1,7,1,4.7889,3.9385,4.6571,4.8508,4.56,3.9889,4.2508,4.2088,tier_2,5,5,44,8,50
gpt_5_4,gain_watch_trust,20260593,7,2,17,1,5.0,3.38,4.6571,4.6218,4.41,4.2111,4.0218,4.0675,tier_2,7,7,16,7,39
gpt_5_4,gain_watch_trust,20260593,7,3,27,1,4.6889,2.4429,4.3238,3.7833,3.81,3.8889,3.1833,3.4597,tier_2,8,8,14,8,20
gpt_5_4,gain_watch_trust,20260593,7,4,37,0,3.0667,3.7385,4.8667,4.1133,3.95,3.0667,4.1133,3.9463,tier_2,7,7,11,7,50
gpt_5_4,gain_watch_trust,20260593,7,5,47,0,2.3778,3.7636,4.9333,4.0367,3.78,2.3778,4.0367,3.7779,tier_2,7,7,,7,50
gpt_5_4,gain_watch_trust,20260690,9,1,9,0,3.2333,4.04,5.0,4.36,4.16,3.2333,4.36,4.1583,tier_2,9,9,,9,50
gpt_5_4,gain_watch_trust,20260690,9,2,19,1,4.4333,2.58,4.3238,3.5357,3.72,3.6333,2.9357,3.3682,tier_2,7,7,13,7,17
gpt_5_4,gain_watch_trust,20260690,9,3,29,1,4.4333,3.0,4.5905,4.2708,4.07,3.6333,3.6708,3.7236,tier_2,6,6,31,6,33
gpt_5_4,gain_watch_trust,20260690,9,4,39,0,4.2222,2.4846,4.6,2.84,3.54,4.2222,2.84,3.5367,tier_2,5,5,13,7,50
gpt_5_4,gain_watch_trust,20260690,9,5,49,1,4.3889,2.6429,4.4571,3.7583,3.81,3.5889,3.1583,3.4618,tier_2,8,8,20,10,24
gpt_5_4,identify_marked_contact,20260302,2,1,2,1,5.0,3.7,4.381,4.7212,4.45,4.6,4.1212,4.2005,tier_2,7,7,,7,22
gpt_5_4,identify_marked_contact,20260302,2,2,12,0,4.42,3.5,4.8,4.4633,4.3,4.42,4.4633,4.2958,tier_2,7,7,,7,50
gpt_5_4,identify_marked_contact,20260302,2,3,22,0,2.0,3.0455,4.6667,3.6906,3.35,2.0,3.6906,3.3507,tier_2,7,7,,7,50
gpt_5_4,identify_marked_contact,20260302,2,4,32,1,5.0,3.7,4.5238,4.6556,4.47,4.6,4.0556,4.2198,tier_2,7,7,,7,27
gpt_5_4,identify_marked_contact,20260302,2,5,42,1,5.0,3.7,4.381,4.7212,4.45,4.6,4.1212,4.2005,tier_2,7,7,,7,22
gpt_5_4,identify_marked_contact,20260399,4,1,4,0,4.42,3.4,4.4476,4.38,4.16,4.42,4.38,4.1619,tier_2,7,7,,7,50
gpt_5_4,identify_marked_contact,20260399,4,2,14,1,5.0,3.7,4.581,4.9167,4.55,4.6,4.3167,4.2994,tier_2,7,7,,7,30
gpt_5_4,identify_marked_contact,20260399,4,3,24,1,5.0,3.5,4.6667,4.7364,4.48,4.6,4.1364,4.2258,tier_2,7,7,,7,33
gpt_5_4,identify_marked_contact,20260399,4,4,34,1,5.0,3.7,4.5238,4.6595,4.47,4.6,4.0595,4.2208,tier_2,7,7,,7,28
gpt_5_4,identify_marked_contact,20260399,4,5,44,0,2.0,3.1,4.7905,3.9667,3.46,2.0,3.9667,3.4643,tier_2,7,7,,7,50
gpt_5_4,identify_marked_contact,20260496,6,1,6,0,4.4,3.1,4.8667,4.3633,4.18,4.4,4.3633,4.1825,tier_2,6,,,6,50
gpt_5_4,identify_marked_contact,20260496,6,2,16,0,2.0,3.6538,4.6667,3.6541,3.49,2.0,3.6541,3.4937,tier_2,7,7,,7,50
gpt_5_4,identify_marked_contact,20260496,6,3,26,0,4.3,2.9615,4.6667,3.969,3.97,4.3,3.969,3.9743,tier_2,7,7,,7,50
gpt_5_4,identify_marked_contact,20260496,6,4,36,1,5.0,3.6,4.6571,5.0,4.56,4.6,4.4583,4.3289,tier_2,6,19,,6,32
gpt_5_4,identify_marked_contact,20260496,6,5,46,1,5.0,3.7,4.381,4.7167,4.45,4.6,4.1167,4.1994,tier_2,7,7,,7,20
gpt_5_4,identify_marked_contact,20260593,8,1,8,1,5.0,3.7,4.381,4.7167,4.45,4.6,4.1167,4.1994,tier_2,7,7,,7,20
gpt_5_4,identify_marked_contact,20260593,8,2,18,1,5.0,3.7,4.381,4.7111,4.45,4.6,4.1111,4.198,tier_2,7,7,,7,18
gpt_5_4,identify_marked_contact,20260593,8,3,28,1,5.0,3.7,4.381,4.7167,4.45,4.6,4.1167,4.1994,tier_2,7,7,,7,20
gpt_5_4,identify_marked_contact,20260593,8,4,38,1,5.0,3.4,4.5143,4.6379,4.39,4.6,4.0379,4.138,tier_2,6,,,6,22
gpt_5_4,identify_marked_contact,20260593,8,5,48,0,3.4923,3.3538,4.7333,4.34,3.98,3.4923,4.34,3.9799,tier_2,7,7,,7,50
gpt_5_4,identify_marked_contact,20260690,10,1,10,0,2.0,2.9,4.6667,3.6433,3.3,2.0,3.6433,3.3025,tier_2,8,8,,8,50
gpt_5_4,identify_marked_contact,20260690,10,2,20,1,5.0,3.5,4.5238,4.731,4.44,4.6,4.131,4.1887,tier_2,8,8,,8,28
gpt_5_4,identify_marked_contact,20260690,10,3,30,1,5.0,3.7,4.381,4.714,4.45,4.6,4.114,4.1987,tier_2,7,7,,7,19
gpt_5_4,identify_marked_contact,20260690,10,4,40,1,5.0,3.8667,4.8,5.0,4.67,4.6,4.4438,4.4276,tier_2,7,21,,7,43
gpt_5_4,identify_marked_contact,20260690,10,5,50,1,5.0,3.7,4.381,4.714,4.45,4.6,4.114,4.1987,tier_2,7,7,,7,19
grok_4,gain_watch_trust,20260302,1,1,1,0,1.1778,3.1,4.8,3.56,3.16,1.1778,3.56,3.1594,tier_1,7,,,7,50
grok_4,gain_watch_trust,20260302,1,2,11,0,4.4,2.3774,4.2905,3.0167,3.52,4.4,3.0167,3.5211,tier_1,4,4,18,4,50
grok_4,gain_watch_trust,20260302,1,3,21,0,3.2889,3.0,4.2358,3.4096,3.48,3.2889,3.4096,3.4836,tier_1,6,8,27,11,50
grok_4,gain_watch_trust,20260302,1,4,31,1,4.3889,2.6429,4.0571,3.55,3.66,3.5889,2.95,3.3097,tier_1,8,8,12,8,16
grok_4,gain_watch_trust,20260302,1,5,41,1,4.3889,2.6,3.9143,3.55,3.61,3.5889,2.95,3.2633,tier_1,5,5,11,5,15
grok_4,gain_watch_trust,20260399,3,1,3,0,3.0667,2.84,4.5238,3.3433,3.44,3.0667,3.3433,3.4435,tier_1,4,4,17,4,50
grok_4,gain_watch_trust,20260399,3,2,13,0,4.4,2.3889,4.181,2.8925,3.47,4.4,2.8925,3.4656,tier_1,5,5,14,5,50
grok_4,gain_watch_trust,20260399,3,3,23,0,2.2444,3.3647,4.4465,3.7954,3.46,2.2444,3.7954,3.4628,tier_1,5,47,,5,50
grok_4,gain_watch_trust,20260399,3,4,33,0,2.8,3.6538,4.512,3.62,3.65,2.8,3.62,3.6465,tier_1,6,44,,6,50
grok_4,gain_watch_trust,20260399,3,5,43,0,1.0444,2.5692,4.5905,3.049,2.81,1.0444,3.049,2.8133,tier_1,4,,,4,50
grok_4,gain_watch_trust,20260496,5,1,5,0,1.0444,2.5692,4.5905,3.0121,2.8,1.0444,3.0121,2.8041,tier_1,4,,,4,50
grok_4,gain_watch_trust,20260496,5,2,15,0,1.0444,2.7333,4.6571,3.0867,2.88,1.0444,3.0867,2.8804,tier_1,4,,,4,50
grok_4,gain_watch_trust,20260496,5,3,25,0,4.2667,2.375,4.1238,2.9333,3.42,4.2667,2.9333,3.4247,tier_1,6,6,17,6,50
grok_4,gain_watch_trust,20260496,5,4,35,0,3.6889,2.2,4.2476,2.9767,3.28,3.6889,2.9767,3.2783,tier_1,6,6,16,6,50
grok_4,gain_watch_trust,20260496,5,5,45,0,3.6,2.3774,4.181,2.9133,3.27,3.6,2.9133,3.2679,tier_1,5,5,20,5,50
grok_4,gain_watch_trust,20260593,7,1,7,0,1.1333,2.92,4.2251,3.1675,2.86,1.1333,3.1675,2.8615,tier_1,5,,,5,50
grok_4,gain_watch_trust,20260593,7,2,17,0,1.1333,2.9615,4.6571,3.4838,3.06,1.1333,3.4838,3.059,tier_1,4,,,4,50
grok_4,gain_watch_trust,20260593,7,3,27,0,1.1333,2.8667,4.5905,3.2389,2.96,1.1333,3.2389,2.9573,tier_1,4,,,4,50
grok_4,gain_watch_trust,20260593,7,4,37,0,3.2778,3.3429,4.6571,3.5514,3.71,3.2778,3.5514,3.7073,tier_1,5,5,,5,50
grok_4,gain_watch_trust,20260593,7,5,47,0,1.1333,3.6789,4.6571,3.64,3.28,1.1333,3.64,3.2774,tier_1,3,,,3,50
grok_4,gain_watch_trust,20260690,9,1,9,0,1.1778,3.08,4.8,3.17,3.06,1.1778,3.17,3.0569,tier_1,6,,,6,50
grok_4,gain_watch_trust,20260690,9,2,19,0,1.1778,2.8118,4.5905,3.0661,2.91,1.1778,3.0661,2.9115,tier_1,6,,,6,50
grok_4,gain_watch_trust,20260690,9,3,29,0,2.2889,3.2182,4.3905,2.9321,3.21,2.2889,2.9321,3.2074,tier_1,7,47,,7,50
grok_4,gain_watch_trust,20260690,9,4,39,1,4.4778,3.2,4.2571,3.59,3.88,3.6778,2.99,3.5312,tier_1,8,8,20,8,21
grok_4,gain_watch_trust,20260690,9,5,49,0,1.1778,2.6364,4.5143,3.3273,2.91,1.1778,3.3273,2.9139,tier_1,8,,,8,50
grok_4,identify_marked_contact,20260302,2,1,2,0,2.0,2.6,4.456,3.3686,3.11,2.0,3.3686,3.1061,tier_1,4,,,4,50
grok_4,identify_marked_contact,20260302,2,2,12,0,3.6182,3.4545,4.7333,4.46,4.07,3.6182,4.46,4.0665,tier_1,4,26,,4,50
grok_4,identify_marked_contact,20260302,2,3,22,1,5.0,2.5,3.4286,3.6833,3.65,4.6,3.0833,3.403,tier_1,5,,,5,8
grok_4,identify_marked_contact,20260302,2,4,32,1,5.0,2.5,4.3476,3.9571,3.95,4.6,3.3571,3.7012,tier_1,22,,,22,28
grok_4,identify_marked_contact,20260302,2,5,42,0,2.0,2.44,4.2905,3.1417,2.97,2.0,3.1417,2.968,tier_1,5,,,6,50
grok_4,identify_marked_contact,20260399,4,1,4,1,5.0,2.5,3.4286,3.6833,3.65,4.6,3.0833,3.403,tier_1,6,,,6,9
grok_4,identify_marked_contact,20260399,4,2,14,0,2.0,3.0455,4.4238,3.6052,3.27,2.0,3.6052,3.2686,tier_1,6,6,,6,50
grok_4,identify_marked_contact,20260399,4,3,24,0,2.0,2.5429,4.5905,3.4595,3.15,2.0,3.4595,3.1482,tier_1,5,,,5,50
grok_4,identify_marked_contact,20260399,4,4,34,0,4.1846,2.7333,4.6571,3.82,3.85,4.1846,3.82,3.8488,tier_1,5,,,5,50
grok_4,identify_marked_contact,20260399,4,5,44,1,5.0,2.5,3.4286,3.6833,3.65,4.6,3.0833,3.403,tier_1,5,,,5,8
grok_4,identify_marked_contact,20260496,6,1,6,0,2.0,2.8,4.6571,3.505,3.24,2.0,3.505,3.2405,tier_1,5,,,5,50
grok_4,identify_marked_contact,20260496,6,2,16,1,5.0,3.16,4.4476,4.4855,4.27,4.6,3.8855,4.0233,tier_1,5,,,5,31
grok_4,identify_marked_contact,20260496,6,3,26,0,2.05,3.1,4.5798,3.1117,3.21,2.05,3.1117,3.2104,tier_1,50,,,50,50
grok_4,identify_marked_contact,20260496,6,4,36,1,5.0,3.16,4.4476,4.55,4.29,4.6,3.95,4.0394,tier_1,5,,,5,28
grok_4,identify_marked_contact,20260496,6,5,46,0,2.0,3.1286,4.7333,3.8367,3.42,2.0,3.8367,3.4246,tier_1,6,6,,6,50
grok_4,identify_marked_contact,20260593,8,1,8,1,5.0,3.16,4.4476,4.55,4.29,4.6,3.95,4.0394,tier_1,5,,,6,28
grok_4,identify_marked_contact,20260593,8,2,18,0,2.8,2.38,4.1691,3.0333,3.1,2.8,3.0333,3.0956,tier_1,4,,,4,50
grok_4,identify_marked_contact,20260593,8,3,28,1,5.0,3.4,4.1326,4.6,4.28,4.6,4.0,4.0331,tier_1,4,,,4,23
grok_4,identify_marked_contact,20260593,8,4,38,1,5.0,2.88,4.5905,4.4912,4.24,4.6,3.8912,3.9904,tier_1,4,,,4,34
grok_4,identify_marked_contact,20260593,8,5,48,1,5.0,3.16,4.0476,4.1889,4.1,4.6,3.5889,3.8491,tier_1,4,,,4,18
grok_4,identify_marked_contact,20260690,10,1,10,1,5.0,2.62,4.16,3.719,3.87,4.6,3.119,3.6248,tier_1,8,,,8,42
grok_4,identify_marked_contact,20260690,10,2,20,0,2.0,2.3,4.456,2.82,2.89,2.0,2.82,2.894,tier_1,7,,,7,50
grok_4,identify_marked_contact,20260690,10,3,30,1,5.0,2.6,4.3905,4.2095,4.05,4.6,3.6095,3.8,tier_1,7,,,7,35
grok_4,identify_marked_contact,20260690,10,4,40,0,2.0,3.2,4.8,3.4233,3.36,2.0,3.4233,3.3558,tier_1,5,,,5,50
grok_4,identify_marked_contact,20260690,10,5,50,1,5.0,2.6,4.6,4.35,4.14,4.6,3.75,3.8875,tier_1,10,10,,10,35
mistral_large,gain_watch_trust,20260302,1,1,1,0,4.4,2.575,4.3238,2.8733,3.54,4.4,2.8733,3.543,tier_1,6,6,11,6,50
mistral_large,gain_watch_trust,20260302,1,2,11,0,4.4,2.5706,4.1476,2.9567,3.52,4.4,2.9567,3.5187,tier_1,4,4,11,4,50
mistral_large,gain_watch_trust,20260302,1,3,21,0,4.4,2.575,4.3238,2.8733,3.54,4.4,2.8733,3.543,tier_1,6,6,12,6,50
mistral_large,gain_watch_trust,20260302,1,4,31,0,4.4,2.575,4.2476,2.9767,3.55,4.4,2.9767,3.5498,tier_1,5,5,11,5,50
mistral_large,gain_watch_trust,20260302,1,5,41,0,4.4,2.5857,4.2476,2.8967,3.53,4.4,2.8967,3.5325,tier_1,5,5,11,5,50
mistral_large,gain_watch_trust,20260399,3,1,3,0,4.4,2.5686,4.2238,2.9133,3.53,4.4,2.9133,3.5264,tier_1,6,6,13,6,50
mistral_large,gain_watch_trust,20260399,3,2,13,0,4.4,2.5774,4.2238,2.8333,3.51,4.4,2.8333,3.5086,tier_1,6,6,20,6,50
mistral_large,gain_watch_trust,20260399,3,3,23,0,3.7333,2.96,4.6,3.5133,3.7,3.7333,3.5133,3.7017,tier_1,6,6,13,6,50
mistral_large,gain_watch_trust,20260399,3,4,33,0,4.4,2.5632,3.981,2.9133,3.46,4.4,2.9133,3.4644,tier_1,5,5,11,5,50
mistral_large,gain_watch_trust,20260399,3,5,43,0,4.4,2.5667,3.981,2.9133,3.47,4.4,2.9133,3.4652,tier_1,5,5,11,5,50
mistral_large,gain_watch_trust,20260496,5,1,5,0,4.4,2.5828,4.2476,2.9367,3.54,4.4,2.9367,3.5418,tier_1,5,5,13,5,50
mistral_large,gain_watch_trust,20260496,5,2,15,0,4.4,2.575,4.2476,2.9767,3.55,4.4,2.9767,3.5498,tier_1,5,5,13,5,50
mistral_large,gain_watch_trust,20260496,5,3,25,0,4.4,2.5706,4.2238,2.8933,3.52,4.4,2.8933,3.5219,tier_1,4,4,11,4,50
mistral_large,gain_watch_trust,20260496,5,4,35,0,4.4,2.58,4.2476,2.9767,3.55,4.4,2.9767,3.5511,tier_1,5,5,11,5,50
mistral_large,gain_watch_trust,20260496,5,5,45,0,4.4,2.5706,4.3667,2.9133,3.56,4.4,2.9133,3.5626,tier_1,6,6,11,6,50
mistral_large,gain_watch_trust,20260593,7,1,7,0,4.4,2.5667,4.181,2.9133,3.52,4.4,2.9133,3.5152,tier_1,5,5,12,5,50
mistral_large,gain_watch_trust,20260593,7,2,17,0,4.4,2.5667,4.3238,2.8933,3.55,4.4,2.8933,3.546,tier_1,6,6,12,6,50
mistral_large,gain_watch_trust,20260593,7,3,27,0,4.4,2.575,4.3238,2.8733,3.54,4.4,2.8733,3.543,tier_1,6,6,12,6,50
